   11.965553     4.654422    10.672682  -152.953142    38.350228
   12.372389     4.619568    10.647705  -138.237498    25.439598
   12.235787     4.641566    10.804818  -141.666853    32.697033
   12.146465     4.816452    10.827958  -151.555554    28.102963
   12.133023     4.689363    10.699065  -149.213041    30.389408
   12.070057     4.630875    10.682087  -149.806158    32.714134
   12.257613     4.621974    10.679515  -144.790273    24.357390
   12.144478     4.616560    10.741742  -151.229247    21.034580
   11.998429     4.626194    10.809160  -150.443965    38.122281
   11.880780     4.514910    10.764731  -154.629577    32.534953
   11.751643     4.614238    10.746536  -158.526338    44.245460
   12.065784     4.711607    10.754584  -149.964586    36.524380
   11.896582     4.715967    10.872845  -156.480803    35.137382
   12.228907     4.607712    10.814965  -141.299107    32.748449
   12.042139     4.605429    10.685819  -151.872982    28.834866
   12.008557     4.535165    10.714420  -151.210029    29.921155
   12.228518     4.499908    10.957136  -143.695993    23.239868
   12.013922     4.522670    10.775789  -148.483781    36.499865
   12.096468     4.706432    10.832823  -147.335047    38.344706
   11.865414     4.539896    10.806609  -152.887876    43.922137
   12.047451     4.517057    10.836556  -145.714177    40.027833
   12.214488     4.636686    10.854079  -144.876613    27.684326
   11.980333     4.612926    10.889810  -153.873938    28.278729
   12.170537     4.498108    10.805190  -144.702980    26.877618
   11.998018     4.583568    10.933936  -148.157504    42.099343
   11.885925     4.481607    10.598528  -152.831856    37.016896
   11.985693     4.623990    10.788632  -149.804985    42.365304
   12.143901     4.766351    10.755708  -148.754773    33.479166
   12.004589     4.653222    10.605411  -152.353252    36.263204
   12.159564     4.717207    10.704970  -147.674241    32.509516
   12.135260     4.496101    10.859381  -151.918516    14.731198
   11.994498     4.571749    10.747540  -150.018343    37.382326
   11.941697     4.669304    10.668115  -154.990544    35.957825
   11.950598     4.669315    10.711005  -152.994684    40.749268
   12.114284     4.573059    10.774653  -146.093815    33.278996
   12.113714     4.574318    10.604060  -147.141029    31.945802
   12.050684     4.672005    10.707291  -151.486277    32.595200
   11.924856     4.583040    10.909071  -152.473997    37.736066
   12.236932     4.698560    10.715232  -144.252682    30.590957
   11.955434     4.608283    10.803435  -150.947127    41.698747
   12.033073     4.719400    10.683246  -152.187420    36.232082
   12.168177     4.569723    10.556526  -148.869691    22.849979
   12.273103     4.643928    10.602311  -141.576030    30.735359
   11.776389     4.491319    10.915324  -154.964617    45.075079
   12.002784     4.654058    10.724073  -151.095854    38.361848
   11.822080     4.555600    10.675918  -155.934492    39.960923
   12.040042     4.510319    10.751861  -148.323584    32.924458
   12.003837     4.501484    10.740603  -150.041983    31.785674
   12.236559     4.628421    10.847164  -150.170547    15.876407
   12.163211     4.494144    10.754608  -145.407525    25.881629
   12.296022     4.708438    10.838144  -143.290825    25.930634
   12.155291     4.751717    10.748830  -150.193108    28.512000
   12.187114     4.624092    10.932756  -149.568394    19.828955
   11.900893     4.606791    10.918634  -153.543176    38.297972
   12.097941     4.644151    10.959074  -149.783991    27.625528
   12.009793     4.644590    10.904217  -151.230386    33.925062
   12.046842     4.730100    10.677320  -150.649428    39.819257
   12.255507     4.529733    10.713001  -141.490437    26.552219
   12.075332     4.454092    10.754361  -147.003621    29.341412
   12.437841     4.705293    10.610145  -139.306972    21.834695
   12.153670     4.627656    10.627055  -151.778874    20.841131
   11.960073     4.631485    10.747700  -156.747807    25.046526
   12.209257     4.780989    10.693919  -151.016195    24.418830
   12.004155     4.592622    10.640548  -150.043146    38.471162
   12.010789     4.734447    10.719784  -151.631933    41.113006
   12.167775     4.602759    10.676574  -145.888483    29.923567
   12.075411     4.686144    10.703470  -150.447443    33.425166
   12.227994     4.678902    10.735143  -143.968204    30.963931
   12.340782     4.669875    10.765186  -141.097259    24.770953
   11.896661     4.522826    10.629372  -153.317252    36.872857
   12.491330     4.667081    10.761772  -135.414483    20.368741
   11.995227     4.759065    10.739946  -153.752585    37.668668
   11.999450     4.716692    10.646709  -153.384672    37.659427
   12.142262     4.537696    10.643405  -145.522571    30.258243
   11.964668     4.739394    10.792755  -158.195237    26.217286
   11.992591     4.632017    10.901449  -151.303574    35.253049
   12.137928     4.600114    10.904268  -146.034905    31.211572
   12.036929     4.669004    10.712457  -151.973658    32.582215
   12.187554     4.735941    10.742620  -147.708833    29.918807
   11.961150     4.592460    10.620473  -151.283883    40.887600
   12.015885     4.649380    10.859072  -154.825886    24.429274
   12.061299     4.461656    10.692492  -148.604037    26.996268
   12.109724     4.512266    10.805561  -144.579349    34.696266
   12.233090     4.566611    10.728182  -142.257379    28.867116
   12.356171     4.753693    10.664944  -147.470113    17.880704
   12.035097     4.510290    10.700521  -148.954017    31.782999
   11.902677     4.541581    10.647701  -153.462757    36.821672
   12.233808     4.489727    10.795653  -140.451722    29.103554
   12.108121     4.720159    10.808688  -156.492291    17.475077
   12.090292     4.588862    10.571856  -149.423150    30.142651
   12.073717     4.727455    10.758775  -150.907514    33.850044
   12.080497     4.728023    10.710679  -150.049964    36.285155
   12.172099     4.798439    10.895205  -148.086946    31.023878
   12.076573     4.645422    10.720532  -146.945686    40.418485
   11.961532     4.701093    10.773804  -153.102014    39.612396
   12.449097     4.596157    10.686363  -134.875686    22.714340
   12.149850     4.685923    10.701741  -146.420661    34.919067
   11.913026     4.562839    10.820295  -153.006394    37.167657
   11.763461     4.581361    10.845058  -158.364528    37.647395
   12.258542     4.553688    10.662794  -145.080802    20.797253
   12.110434     4.623055    10.560014  -148.704541    32.075258
   12.190958     4.720631    10.772230  -145.551310    33.080281
   12.033869     4.601233    10.600158  -151.810147    30.647815
   11.946895     4.655199    10.851393  -151.514906    43.118391
   12.111860     4.774607    10.785096  -149.612968    34.860657
   12.028059     4.744564    10.733707  -151.341486    39.934687
   12.095032     4.667273    10.693886  -147.383937    38.326049
   11.935689     4.526614    10.583914  -152.760018    34.259632
   11.983955     4.742323    10.891249  -152.283400    39.047333
   11.909320     4.755183    10.937049  -156.977858    32.696771
   12.193392     4.665874    10.677455  -145.827238    30.640030
   12.113982     4.623354    10.936960  -148.792245    27.840110
   11.902363     4.533522    10.696605  -152.715476    38.696973
   11.924719     4.632020    10.748630  -151.783314    46.240509
   12.016553     4.662399    10.664049  -150.967092    38.508101
   11.979981     4.596056    10.782020  -152.160206    33.698169
   12.194835     4.655129    10.642040  -145.953383    30.064326
   12.192891     4.623874    10.748878  -143.400925    33.324630
   12.040383     4.758364    10.823523  -152.120487    34.837877
   12.102689     4.531042    10.756386  -144.912887    35.773118
   11.901204     4.595989    10.623883  -152.946019    44.651448
   11.892425     4.610337    10.841843  -152.071458    47.550900
   12.167800     4.690403    10.918837  -154.093461    15.162822
   12.573002     4.875135    10.849363  -142.105153    11.796215
   11.968407     4.597806    10.811382  -151.979356    35.472042
   11.987290     4.575625    10.829163  -150.047409    37.880501
   11.871570     4.669065    10.694541  -155.885542    42.268365
   12.014522     4.629659    10.687167  -150.504759    37.548330
   12.253348     4.726103    10.740661  -147.461834    23.973883
   11.941007     4.722274    10.730262  -155.297526    37.469915
   11.852702     4.626118    10.669389  -156.713140    38.408052
   12.098742     4.716776    10.746944  -150.162174    32.558776
   12.085139     4.664230    10.661692  -149.529389    34.024831
   12.142720     4.724670    10.758102  -151.427763    25.651659
   12.195607     4.697741    10.660363  -148.454827    26.844271
   11.936653     4.448789    10.776847  -149.267297    40.350610
   11.999946     4.550074    10.623387  -149.901165    36.512774
   12.099462     4.734234    10.782685  -148.950344    35.903858
   12.119151     4.762784    10.852354  -149.283369    33.005022
   12.136809     4.714571    10.679119  -148.540243    33.275486
   12.140090     4.618625    10.551140  -150.894260    24.091100
   11.893999     4.585281    10.753133  -154.819587    34.897224
   12.220751     4.563330    10.598179  -145.371956    24.345922
   11.956420     4.549512    10.910585  -151.393819    35.464545
   11.905165     4.661529    10.806458  -155.431206    35.661994
   12.269116     4.698450    10.837642  -141.182855    32.145108
   11.967240     4.623491    10.819815  -153.379501    32.490618
   11.908721     4.586687    10.764266  -155.351108    31.234526
   12.152521     4.675082    10.750569  -146.027120    34.344409
   12.227357     4.558462    10.735202  -145.825336    22.024728
   11.746744     4.702235    10.594216  -161.029482    48.439134
   12.043040     4.552725    10.889181  -151.218346    26.454410
   11.868732     4.635675    10.766909  -154.405795    44.643200
   12.113017     4.443912    10.789398  -143.393575    34.010007
   12.176396     4.668207    10.668627  -146.332038    31.576018
   12.070539     4.550607    10.619053  -147.169193    35.486786
   12.134523     4.634303    10.792470  -146.904349    31.794807
   12.133781     4.502167    10.714302  -144.305475    32.067478
   11.782396     4.546012    10.648568  -155.624886    49.416751
   12.226185     4.781939    10.847589  -145.424044    31.290213
   12.173486     4.618506    10.762156  -144.406665    32.848564
   12.020898     4.601772    10.811717  -148.402026    40.183988
   12.101734     4.619405    10.832188  -147.823464    32.174460
   11.837817     4.691494    10.814394  -155.667194    47.993868
   12.071556     4.460997    10.800617  -145.362994    34.760860
   12.187996     4.671999    10.727925  -145.309922    32.101862
   12.306808     4.792160    10.716728  -148.921904    20.330659
   12.242222     4.635235    10.608281  -144.785920    27.028382
   11.980785     4.557736    10.614150  -150.731443    37.125857
   12.304897     4.651209    10.844445  -139.685053    29.435089
   11.947776     4.503374    10.821861  -152.132551    32.107017
   12.124995     4.688469    10.723721  -148.935366    31.489515
   12.237644     4.698854    10.777813  -142.572516    33.329084
   11.993682     4.563596    10.763437  -150.612600    34.980073
   12.135578     4.517808    10.889096  -146.291305    27.611774
   12.145423     4.479506    10.845283  -143.755212    30.961851
   12.081818     4.529043    10.776016  -146.475444    33.947457
   12.038178     4.510007    10.620493  -148.442317    33.158166
   11.866475     4.520433    10.708227  -151.689896    48.797779
   11.984242     4.592513    10.788315  -149.998971    39.880153
   11.904448     4.595218    10.565842  -159.077007    24.611808
   12.115760     4.563382    10.893684  -146.580155    30.889043
   11.988572     4.480014    10.853752  -148.517069    37.270993
   11.836148     4.580511    10.763557  -156.397927    35.866135
   11.961017     4.516854    10.677535  -151.825638    32.585946
   12.075349     4.518639    10.724332  -149.716658    25.843891
