   32.069561     8.872422     6.789811   -35.228976  -142.016757
   32.377051     8.888690     6.673084   -44.518507  -121.407709
   33.118018     8.755487     6.359952   -44.940577  -127.795650
   32.269974     8.916419     6.720675   -28.072155  -132.063776
   32.595556     8.911337     6.585620   -41.213794  -134.855044
   32.289637     8.955665     6.719675   -31.502813  -126.849071
   31.883405     8.859921     6.862992   -41.583652  -138.305898
   32.327073     8.795596     6.676972   -43.013455  -127.449230
   32.481719     8.982066     6.645817   -22.697152  -134.744897
   32.277265     8.750662     6.689217   -39.413185  -128.199625
   32.417684     8.820393     6.646357   -35.451368  -129.521537
   32.270107     8.889062     6.714938   -47.443684  -127.192373
   32.222632     8.953249     6.745241   -42.727105  -128.597190
   32.060609     8.819164     6.784386   -31.443565  -139.813634
   32.421354     8.898721     6.653207   -26.346667  -147.811894
   31.928137     8.955214     6.863747   -39.416670  -137.751124
   32.049545     8.933630     6.813411   -23.617188  -129.264887
   32.103598     8.936403     6.791982   -29.874267  -135.421169
   31.862918     8.961265     6.892752   -34.162161  -128.077821
   31.961931     8.948213     6.850430   -45.966000  -131.216461
   32.259527     8.826812     6.710020   -30.155430  -132.180352
   32.070644     8.695923     6.759956   -23.238092  -133.563947
   32.031735     8.831906     6.800834   -37.325554  -121.857603
   32.248782     8.718917     6.694552   -35.706390  -131.627355
   32.385660     8.991223     6.686390   -29.950746  -129.638449
   31.967284     8.937431     6.845598   -16.481842  -137.879893
   32.055166     8.995613     6.821308   -37.915849  -128.352401
   32.332104     9.057197     6.717084   -44.344302  -128.411265
   32.133093     9.079633     6.803030   -23.533398  -137.565664
   32.166204     8.911286     6.760866   -47.638273  -127.442495
   32.084495     8.820103     6.777821   -33.798948  -128.067365
   31.971744     9.046059     6.864574   -24.011498  -134.147579
   32.156800     8.758804     6.737682   -38.213799  -131.551301
   32.174037     8.810289     6.741087   -34.552185  -122.143802
   32.178454     9.137069     6.794964   -25.402348  -132.798183
   32.366045     8.858663     6.673449   -25.839951  -131.270912
   32.647997     8.821199     6.554708   -23.996481  -140.161175
   32.219500     8.930888     6.743584   -38.927020  -121.388391
   31.986532     8.789915     6.808424   -25.910841  -138.217829
   32.291769     8.998752     6.723508   -37.038193  -134.953635
   32.438145     8.995826     6.665771   -38.155498  -125.071622
   32.337903     8.761805     6.666595   -25.688163  -139.465308
   32.185626     9.017944     6.770469   -37.928896  -135.186893
   31.957900     8.789818     6.816621   -22.021421  -145.174752
   32.080701     9.102954     6.825480   -32.444381  -144.059697
   31.917730     9.113559     6.897889   -31.885191  -137.340128
