    9.897118     8.275238    14.447023    24.280343   106.136220    69.740976
    9.374912     8.164091    14.328245    49.598710    79.542663    39.293495
    9.375499     8.072581    14.392736    47.705834    78.745133    61.526865
    9.358712     8.077404    14.315934    46.077508    81.504358    56.346774
    9.333950     8.161020    14.372470    35.696655    77.658732    61.971928
    9.279856     8.041394    14.534575    44.166118    74.126724    57.004176
    9.389908     7.988823    14.401682    44.035509    87.876027    51.999848
    9.571898     8.319111    14.315923    53.589935    79.816921    55.797958
    9.415913     8.138751    14.492617    31.051456    83.967938    57.949905
    9.079977     7.945215    14.339511    33.723856    80.191257    63.864681
    9.142271     8.030458    14.255643    50.622420    73.407488    50.428990
    9.313423     8.145182    14.355514    45.518747    73.193063    60.500768
    9.428831     7.962566    14.440769    48.778999    84.586711    66.077861
    9.240069     8.019324    14.098465    46.056770    87.502875    47.047146
    9.279427     8.085870    14.340286    35.598277    77.858697    71.752145
    9.404792     8.157986    14.457630    49.003992    76.002661    51.343365
    9.254282     8.038484    14.252792    45.695601    80.800069    54.484134
    9.115254     8.013351    14.238946    44.288357    74.741568    60.924992
    9.237829     8.083193    14.268394    33.660281    77.699235    77.299196
    9.504581     8.111619    14.401943    33.039141    91.896761    54.974768
    9.385433     8.081424    14.224032    42.930228    89.328176    43.694400
    9.240437     7.953189    14.332051    55.679992    79.564844    49.708093
    9.232263     8.020597    14.090763    43.138731    82.346023    73.981518
    9.065666     8.050650    14.111963    51.731163    73.984843    42.822388
    9.395177     8.035388    14.275354    22.946001    94.813666    67.674062
    9.430891     8.032201    14.428964    42.494495    89.000427    45.861624
    9.437448     8.102301    14.041841    26.964337    99.315927    55.262139
    9.506827     8.138292    14.483413    54.081830    81.911931    43.928329
    9.400465     8.131741    14.305798    41.240803    83.641790    56.032412
    9.529344     8.132777    14.440519    40.398613    88.059071    56.640784
    9.564557     8.290784    14.315244    32.308323    88.909251    62.654002
    9.406243     8.073658    14.422575    35.210905    84.844114    65.986666
    9.364201     8.281035    14.227595    30.920370    78.620916    67.308085
    9.312929     8.134656    14.295165    34.472311    81.136647    59.963734
    9.287803     7.980531    14.297389    29.545839    93.435338    51.627093
    9.207798     7.989237    14.184817    29.247376    89.295250    67.352416
    9.396973     8.090849    14.491313    27.767006    85.271704    65.865874
    9.289846     8.063365    14.254361    37.804116    84.722743    55.467183
    9.346048     8.103543    14.281907    21.002527    90.557185    63.249265
    9.738074     8.353945    14.296666    39.669901    92.720710    66.597331
    9.412175     8.021319    14.280279    41.934486    88.257288    63.232462
    9.291656     7.995921    14.307110    51.871306    80.159990    56.461868
    9.457238     8.125443    14.593065    47.049083    79.502061    48.756186
    9.316859     7.903121    14.390133    52.635052    84.794024    56.485140
    9.362440     8.251020    14.227893    48.028711    74.087623    56.032588
    9.354217     8.064694    14.198318    42.607103    85.456995    61.761093
    9.584308     8.190821    14.371405    36.257180    91.175511    60.541583
    9.450486     8.254285    14.422328    43.855201    75.504444    62.615324
    9.422689     8.274869    14.274085    31.691422    79.356395    75.633082
    9.418215     8.237140    14.364123    39.890194    77.002163    64.455129
    9.316172     8.199669    14.342902    49.651829    70.416398    51.484663
    9.454157     8.148589    14.072766    47.425573    91.207598    40.811697
    9.373493     8.277085    14.043281    42.370571    81.063305    58.259989
    9.352996     8.117977    14.197586    42.337788    82.652773    62.369395
    9.506090     8.184732    14.195546    33.325621    90.728755    65.229211
    9.423721     8.333924    14.269932    48.851766    71.963267    59.390259
    9.345860     8.162058    14.137354    28.103494    89.088206    58.943887
    9.447688     8.226420    14.215264    41.992178    83.938446    54.780585
    9.449959     8.118767    14.359240    45.815894    82.679003    59.600647
    9.385048     8.128778    14.238842    37.697165    86.830865    53.546797
    9.443516     8.312216    14.313422    38.956445    77.980157    59.831227
    9.423642     8.112303    14.056554    45.256439    90.912005    49.574902
    9.452836     8.303903    14.382670    39.782394    77.338110    57.981096
    9.333783     8.124242    14.265777    36.626564    84.061884    53.836016
    9.368171     8.200999    14.312207    43.862950    79.284025    44.203910
    9.238806     8.149635    14.261456    46.806114    72.246253    52.107063
    9.415386     8.161913    14.271529    54.911664    78.984993    47.059445
    9.484353     8.091991    14.396118    25.845516    91.216072    73.370254
    9.323709     8.073644    14.299868    55.579680    76.809377    49.892346
    9.570980     8.163433    14.457792    46.924563    87.444357    49.492281
    9.363099     8.130596    14.323915    46.769596    79.615562    50.439214
    9.299075     8.007628    14.110324    46.988953    85.936636    62.751745
    9.381227     8.033459    14.224494    40.466181    87.832912    65.459776
    9.305212     8.040642    14.124912    46.652933    86.017499    54.992221
    9.501295     8.189536    14.169907    37.810290    87.420331    71.289523
    9.343365     8.005337    14.402599    39.730288    86.063766    55.401875
    9.238893     7.889559    14.178783    62.515708    85.038019    46.026783
    9.353070     7.980517    14.260372    62.296287    81.059143    49.512502
    9.443562     8.284401    14.195231    40.322064    82.220271    55.914471
    9.073530     7.956138    14.393921    43.005843    70.031647    73.306968
    9.616443     8.296177    14.370228    54.521715    81.341407    58.619589
    9.151139     7.999859    14.200828    46.482063    81.292635    47.457855
    9.352605     7.902448    14.402633    41.809265    89.143094    66.619036
    9.680694     8.401346    14.361931    45.906021    86.858448    58.522819
    9.439971     8.050555    14.484725    61.083832    78.284257    44.669804
    9.383866     7.842063    14.591133    47.664218    91.313878    48.834949
    9.449424     8.278504    14.072242    43.005628    83.240722    61.001272
    9.312465     8.138229    14.222735    54.804945    75.616369    47.620976
    9.448273     8.357912    14.080327    27.367742    87.342842    58.467689
    9.129145     8.080248    14.146622    56.280493    66.582771    63.341348
    9.163804     8.008630    14.370334    45.492805    75.272574    50.421498
    9.351737     8.076193    14.203182    37.582450    88.989036    53.161999
    9.057733     8.068065    14.244827    55.786602    63.667105    45.389937
    9.309387     8.048729    14.427139    49.592195    75.718125    56.325287
    9.315731     8.048140    14.254327    41.353722    84.579959    58.177147
    9.324664     8.126914    14.294384    48.690513    80.116559    38.856783
    9.210654     8.041484    14.309120    41.228232    81.227862    44.092829
    9.462052     8.112151    14.202351    41.043285    88.859912    60.793021
    9.261294     8.202964    14.112011    49.359197    75.508695    46.906902
    9.055286     8.115824    14.046874    47.570299    74.563867    36.466531
    8.940777     7.951099    14.096436    30.935417    83.107969    61.287929
    9.071268     8.028203    14.086820    35.309854    81.574446    60.671303
    9.401597     8.024879    14.264073    57.771906    84.248905    44.704216
    9.252329     8.185083    14.195434    32.950183    75.576210    73.806016
    9.489010     8.127612    14.391746    46.108394    84.080332    57.451899
    9.673621     8.288185    14.288851    56.544516    86.491992    51.071836
    9.215111     8.123899    14.082348    42.485538    79.117748    60.172338
    9.437377     8.250005    14.182780    40.548227    83.868162    54.362988
    9.096163     7.939989    14.242375    50.213329    80.178108    46.762118
    9.135339     7.844593    14.401914    40.817655    86.118010    64.300972
    9.243292     8.224219    14.207073    42.576759    69.313208    64.297251
    9.067434     8.158833    14.200111    48.548410    60.092865    56.145701
    9.338113     8.166308    14.024070    45.780425    82.563053    61.546163
    9.161019     7.961184    14.271525    38.848106    86.428347    47.505561
    9.317109     8.134424    14.215831    57.666791    77.901225    34.946220
    9.346079     8.296293    14.057773    41.248989    80.384012    50.925451
    9.613312     8.179118    14.434524    41.845648    91.863553    49.927785
    9.475544     8.331869    14.233447    44.744892    80.627484    49.293109
    9.416651     8.029646    14.471357    50.001172    81.091553    57.811029
    9.219210     8.137728    14.011441    52.025299    77.689950    51.793861
    9.337114     8.167108    14.124765    36.293243    85.392449    57.203794
    9.435316     8.207715    14.189127    48.016284    83.253755    47.978088
    9.009017     8.040045    14.076025    50.721581    71.439045    50.404138
    9.229107     7.954272    14.502416    35.398824    80.397471    69.099264
    9.311533     8.071439    14.249618    40.839222    84.625477    52.665643
    9.350495     8.159448    14.314212    46.685644    75.862543    58.141806
    9.309949     8.022786    14.318021    59.375096    79.597490    38.091281
    9.191296     8.024451    14.116382    42.596665    84.595760    54.267441
    9.644071     8.316562    14.291155    40.231482    90.759597    56.494383
    9.392709     8.020442    14.549917    36.566947    86.190003    53.201357
    9.490798     8.322815    14.302408    39.430926    81.594769    55.924402
    9.325174     8.096996    14.289096    47.464437    81.354578    44.377887
    9.352374     8.083095    14.376684    42.404182    83.677626    44.783333
    9.529625     8.107851    14.172326    53.105934    90.480743    43.511102
    9.655872     8.131065    14.118865    40.771230   100.818389    44.173699
    9.639682     8.349718    14.420099    57.546555    82.680746    43.155330
    9.347143     8.116772    14.272275    51.768928    81.062486    38.814574
    9.542683     8.212188    14.375217    50.211527    83.231161    52.556143
    9.316330     7.994772    14.376161    49.908096    80.516088    57.142432
    9.472167     8.290219    14.236081    47.228096    81.073773    48.394198
    9.648272     8.308000    14.299774    51.830756    85.838530    55.460797
    9.316634     8.125396    14.187652    58.173112    74.962467    50.949646
    9.089403     8.008390    14.360960    41.983844    71.104289    57.970697
    9.450315     8.102675    14.247054    44.402601    86.423102    59.795403
    9.421201     8.062039    14.388394    39.509814    87.480641    54.220701
    9.267206     7.972448    14.415943    47.213141    84.098837    39.829068
    9.335879     8.121198    14.380638    29.178417    80.899658    72.204199
    9.198991     8.359593    14.082548    33.513366    67.091994    65.558639
    9.257236     8.040412    14.174277    40.389139    85.425726    56.537775
    9.209222     7.999954    14.431571    40.879327    77.259561    58.457132
    9.119296     8.115758    14.165690    37.949313    75.171417    52.002773
    9.423462     8.150954    14.500124    41.424028    80.284553    51.234685
    9.107127     8.062777    14.134812    38.341290    77.951082    58.627052
    9.571143     7.853462    14.445396    46.911716    99.159811    50.901548
    9.609879     8.257390    14.316829    38.744803    91.462645    54.175083
    9.400486     8.168068    14.471227    48.170582    75.608572    49.760369
    9.288246     8.061833    14.369301    37.036062    81.327653    57.468916
    9.419661     8.003142    14.224831    47.758171    90.266895    51.946892
    9.582445     8.227573    14.430651    50.217917    84.998721    48.798789
    9.125169     7.977484    14.369827    53.944452    70.772477    51.806663
    9.283100     7.987450    14.444605    47.524432    80.528269    49.601646
    9.044786     8.158568    13.728068    42.135956    82.278292    47.148100
    9.625009     8.156679    14.544400    48.820314    89.283849    45.585678
    9.512308     8.178449    14.375281    47.434326    85.049069    48.293143
    9.463620     8.177177    14.383368    42.680511    81.812487    60.004222
    9.437810     8.215092    14.286184    48.367182    79.841686    51.475564
    9.300227     8.109414    14.347721    47.922009    76.927240    45.493431
    9.218535     8.103453    14.129910    42.070059    78.844122    61.736704
    9.513033     8.235505    14.372446    45.815317    82.052317    55.941412
    9.425428     8.174904    14.239462    59.309237    79.101532    39.870237
    9.534788     8.240834    14.416595    51.821448    79.723036    54.431143
    9.612029     8.106209    14.618273    55.201826    86.348756    43.695260
    9.436146     7.963394    14.401898    45.039783    92.604189    43.683696
    9.679631     8.236868    14.225266    58.408325    90.351858    40.031475
    9.578393     8.155457    14.104849    35.181133    96.339626    60.835829
    9.254528     8.024858    13.959843    54.607095    88.986285    38.667904
    9.451153     8.209549    13.987865    46.344944    89.361805    47.752480
    9.317274     8.317077    13.976910    37.328856    80.754785    57.016604
    9.457921     8.012589    14.286326    42.422607    91.387208    57.532590
    9.323266     8.133125    14.169667    49.735260    80.407241    48.952192
    9.259876     8.194593    14.346442    48.541414    65.712061    57.904935
    9.282363     8.078787    14.024167    44.009177    88.116427    50.392463
    9.587625     8.176152    14.404692    52.075696    85.726658    51.821407
    9.624204     8.383006    14.280300    47.395473    83.967211    58.765342
    9.602313     8.252706    14.419442    47.240769    89.333599    36.888950
    9.492480     8.119661    14.267315    59.217934    82.901164    46.043086
    9.361194     8.173180    14.084670    44.174762    83.573903    57.068759
    9.410961     8.071620    14.305559    43.986969    85.362787    58.062541
    9.463383     8.083993    14.234328    38.961203    93.117800    48.597244
    9.426641     8.171863    14.315050    53.471669    77.605467    52.515618
    9.511221     8.161909    14.491584    37.954126    86.978818    51.946222
    9.423136     8.137473    14.238410    49.048946    83.436897    50.980807
    9.394352     8.326236    14.220289    50.313670    73.451201    47.718267
    9.135360     8.098191    14.080546    40.731058    77.918658    57.956895
    9.240802     8.100975    14.368409    40.182981    74.036028    58.488271
    9.379005     8.022170    14.262306    60.568058    80.955192    48.704988
    9.485115     8.047279    14.593745    63.156052    76.078822    51.433348
    9.432835     7.991164    14.278299    43.484987    91.014488    57.793930
    9.422302     8.111380    14.423114    55.993112    79.634168    38.846587
    9.519590     8.185991    14.256152    51.605871    84.506602    51.628685
    9.343717     7.969891    14.229307    57.662069    83.909063    51.864647
    9.271365     8.075903    14.154223    51.257689    80.248850    50.715729
    9.247051     8.064131    13.939479    53.001066    85.190846    49.380597
    9.442918     8.252644    14.276883    44.964429    77.232873    65.688887
    9.633336     8.343231    14.476680    46.567463    84.446124    55.534333
    9.414370     8.176624    14.201943    54.346096    80.435995    46.143198
    9.871411     8.219647    14.347928    49.482463   100.678482    47.929193
    9.183302     8.040455    14.136306    38.246769    85.244380    51.820482
    9.515963     8.136668    14.344520    48.337628    86.486710    50.589944
    9.542655     8.255398    14.096593    36.430839    89.865508    66.749894
    9.553199     8.193300    14.212851    45.968693    88.397035    56.106879
    9.391185     8.310657    14.174830    43.277578    79.275175    45.009377
    9.523604     7.867831    14.219361    35.289069   108.683593    41.544333
    9.403243     8.126191    14.339895    47.121074    79.263185    60.741138
    9.360208     8.111744    14.167486    56.771771    75.977644    64.611392
    9.506871     8.031913    14.293775    39.166364    93.199222    60.385959
    9.206515     8.183129    13.945748    28.662560    85.168282    65.518724
    9.277415     8.234848    14.100452    47.487237    73.918980    56.109143
    9.543275     8.263218    14.153921    25.668023    95.560911    55.267342
    9.350382     7.969399    14.332970    32.089724    91.997805    63.689478
    9.215027     8.114687    14.079332    40.350061    84.267827    45.251425
    9.477542     8.165386    14.307228    47.848290    82.836678    56.900926
