#Coor		Free	+/-		Prob		+/-
-0.429167	3.460672	-nan	0.000073	-nan
-0.287500	3.255564	-nan	0.000104	-nan
-0.145833	3.044264	-nan	0.000148	-nan
-0.004167	2.746999	-nan	0.000243	-nan
0.137500	2.437926	-nan	0.000409	-nan
0.279167	2.166813	-nan	0.000646	-nan
0.420833	2.002073	-nan	0.000852	-nan
0.562500	1.890569	-nan	0.001027	-nan
0.704167	1.862675	-nan	0.001077	-nan
0.845833	1.893041	-nan	0.001023	-nan
0.987500	1.961176	-nan	0.000912	-nan
1.129167	2.020157	-nan	0.000826	-nan
1.270833	2.055998	-nan	0.000778	-nan
1.412500	2.105496	-nan	0.000716	-nan
1.554167	2.143171	-nan	0.000672	-nan
1.695833	2.149818	-nan	0.000664	-nan
1.837500	2.177223	-nan	0.000634	-nan
1.979167	2.217079	-nan	0.000593	-nan
2.120833	2.239922	-nan	0.000571	-nan
2.262500	2.249180	-nan	0.000562	-nan
2.404167	2.249635	-nan	0.000562	-nan
2.545833	2.286575	-nan	0.000528	-nan
2.687500	2.282372	-nan	0.000532	-nan
2.829167	2.292047	-nan	0.000523	-nan
2.970833	2.326732	-nan	0.000493	-nan
3.112500	2.364295	-nan	0.000463	-nan
3.254167	2.370391	-nan	0.000459	-nan
3.395833	2.410044	-nan	0.000429	-nan
3.537500	2.443214	-nan	0.000406	-nan
3.679167	2.454182	-nan	0.000398	-nan
3.820833	2.467910	-nan	0.000389	-nan
3.962500	2.501271	-nan	0.000368	-nan
4.104167	2.564233	-nan	0.000331	-nan
4.245833	2.623954	-nan	0.000299	-nan
4.387500	2.658768	-nan	0.000282	-nan
4.529167	2.742737	-nan	0.000245	-nan
4.670833	2.849572	-nan	0.000205	-nan
4.812500	2.931747	-nan	0.000178	-nan
4.954167	3.004588	-nan	0.000158	-nan
5.095833	3.103831	-nan	0.000134	-nan
5.237500	3.187705	-nan	0.000116	-nan
5.379167	3.235191	-nan	0.000107	-nan
5.520833	3.301347	-nan	0.000096	-nan
5.662500	3.352465	-nan	0.000088	-nan
5.804167	3.389508	-nan	0.000083	-nan
5.945833	3.401921	-nan	0.000081	-nan
6.087500	3.415956	-nan	0.000079	-nan
6.229167	3.439021	-nan	0.000076	-nan
6.370833	3.421530	-nan	0.000078	-nan
6.512500	3.412829	-nan	0.000079	-nan
6.654167	3.412217	-nan	0.000080	-nan
6.795833	3.406417	-nan	0.000080	-nan
6.937500	3.381289	-nan	0.000084	-nan
7.079167	3.377727	-nan	0.000084	-nan
7.220833	3.381833	-nan	0.000084	-nan
7.362500	3.381480	-nan	0.000084	-nan
7.504167	3.369085	-nan	0.000086	-nan
7.645833	3.391180	-nan	0.000082	-nan
7.787500	3.439524	-nan	0.000076	-nan
7.929167	3.444000	-nan	0.000075	-nan
8.070833	3.466690	-nan	0.000073	-nan
8.212500	3.506121	-nan	0.000068	-nan
8.354167	3.517735	-nan	0.000067	-nan
8.495833	3.516287	-nan	0.000067	-nan
8.637500	3.492711	-nan	0.000070	-nan
8.779167	3.405402	-nan	0.000080	-nan
8.920833	3.284159	-nan	0.000099	-nan
9.062500	3.142086	-nan	0.000125	-nan
9.204167	3.151814	-nan	0.000123	-nan
9.345833	3.364425	-nan	0.000086	-nan
9.487500	3.738753	-nan	0.000046	-nan
9.629167	4.538518	-nan	0.000012	-nan
9.770833	5.602014	-nan	0.000002	-nan
9.912500	6.287854	-nan	0.000001	-nan
10.054167	6.588475	-nan	0.000000	-nan
10.195833	6.845386	-nan	0.000000	-nan
10.337500	7.158679	-nan	0.000000	-nan
10.479167	7.460850	-nan	0.000000	-nan
10.620833	7.804580	-nan	0.000000	-nan
10.762500	8.118503	-nan	0.000000	-nan
10.904167	8.325021	-nan	0.000000	-nan
11.045833	8.353332	-nan	0.000000	-nan
11.187500	8.311058	-nan	0.000000	-nan
11.329167	8.257230	-nan	0.000000	-nan
11.470833	8.167788	-nan	0.000000	-nan
11.612500	8.013082	-nan	0.000000	-nan
11.754167	7.852018	-nan	0.000000	-nan
11.895833	7.712280	-nan	0.000000	-nan
12.037500	7.513419	-nan	0.000000	-nan
12.179167	7.310346	-nan	0.000000	-nan
12.320833	7.143283	-nan	0.000000	-nan
12.462500	6.962214	-nan	0.000000	-nan
12.604167	6.744472	-nan	0.000000	-nan
12.745833	6.476663	-nan	0.000000	-nan
12.887500	6.158909	-nan	0.000001	-nan
13.029167	5.771050	-nan	0.000002	-nan
13.170833	5.294885	-nan	0.000003	-nan
13.312500	4.916213	-nan	0.000006	-nan
13.454167	4.642754	-nan	0.000010	-nan
13.595833	4.447468	-nan	0.000014	-nan
13.737500	4.305444	-nan	0.000018	-nan
13.879167	4.273249	-nan	0.000019	-nan
14.020833	4.262438	-nan	0.000019	-nan
14.162500	4.213287	-nan	0.000021	-nan
14.304167	4.152800	-nan	0.000023	-nan
14.445833	4.126282	-nan	0.000024	-nan
14.587500	4.101839	-nan	0.000025	-nan
14.729167	4.083025	-nan	0.000026	-nan
14.870833	4.057537	-nan	0.000027	-nan
15.012500	4.067063	-nan	0.000026	-nan
15.154167	4.066112	-nan	0.000027	-nan
15.295833	4.083320	-nan	0.000026	-nan
15.437500	4.105560	-nan	0.000025	-nan
15.579167	4.132966	-nan	0.000024	-nan
15.720833	4.143842	-nan	0.000023	-nan
15.862500	4.176178	-nan	0.000022	-nan
16.004167	4.206295	-nan	0.000021	-nan
16.145833	4.243590	-nan	0.000020	-nan
16.287500	4.266134	-nan	0.000019	-nan
16.429167	4.332099	-nan	0.000017	-nan
16.570833	4.366564	-nan	0.000016	-nan
16.712500	4.403191	-nan	0.000015	-nan
16.854167	4.401590	-nan	0.000015	-nan
16.995833	4.440462	-nan	0.000014	-nan
17.137500	4.483007	-nan	0.000013	-nan
17.279167	4.524490	-nan	0.000012	-nan
17.420833	4.569467	-nan	0.000011	-nan
17.562500	4.651991	-nan	0.000010	-nan
17.704167	4.718923	-nan	0.000009	-nan
17.845833	4.774231	-nan	0.000008	-nan
17.987500	4.840759	-nan	0.000007	-nan
18.129167	4.942891	-nan	0.000006	-nan
18.270833	5.029382	-nan	0.000005	-nan
18.412500	5.110262	-nan	0.000005	-nan
18.554167	5.242329	-nan	0.000004	-nan
